sample_id,group_id,official_split,protocol_split,rgb_path,label_path,label_visualization_path,depth_preview_path,rgb_exists,label_exists,label_visualization_exists,depth_preview_exists,rgb_width,rgb_height,label_width,label_height,depth_width,depth_height,depth_mode,label_ids,passable_pixels,total_pixels,passable_ratio
000001_012,000001,official_train,train,AeroScapes/JPEGImages/000001_012.jpg,AeroScapes/SegmentationClass/000001_012.png,AeroScapes/Visualizations/000001_012.png,AeroScapes/DepthImages/depth_000001_012.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 3 7 8 9 10 11,102764,921600,0.11150608
000001_013,000001,official_train,train,AeroScapes/JPEGImages/000001_013.jpg,AeroScapes/SegmentationClass/000001_013.png,AeroScapes/Visualizations/000001_013.png,AeroScapes/DepthImages/depth_000001_013.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 3 7 8 9 10 11,99699,921600,0.10818034
000001_014,000001,official_train,train,AeroScapes/JPEGImages/000001_014.jpg,AeroScapes/SegmentationClass/000001_014.png,AeroScapes/Visualizations/000001_014.png,AeroScapes/DepthImages/depth_000001_014.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 3 7 8 9 10 11,92119,921600,0.09995551
000001_015,000001,official_train,train,AeroScapes/JPEGImages/000001_015.jpg,AeroScapes/SegmentationClass/000001_015.png,AeroScapes/Visualizations/000001_015.png,AeroScapes/DepthImages/depth_000001_015.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 3 7 8 9 10 11,88327,921600,0.09584093
000001_016,000001,official_train,train,AeroScapes/JPEGImages/000001_016.jpg,AeroScapes/SegmentationClass/000001_016.png,AeroScapes/Visualizations/000001_016.png,AeroScapes/DepthImages/depth_000001_016.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 3 7 8 9 10 11,88672,921600,0.09621528
000001_017,000001,official_train,train,AeroScapes/JPEGImages/000001_017.jpg,AeroScapes/SegmentationClass/000001_017.png,AeroScapes/Visualizations/000001_017.png,AeroScapes/DepthImages/depth_000001_017.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 3 7 8 9 10 11,86369,921600,0.09371636
000001_018,000001,official_train,train,AeroScapes/JPEGImages/000001_018.jpg,AeroScapes/SegmentationClass/000001_018.png,AeroScapes/Visualizations/000001_018.png,AeroScapes/DepthImages/depth_000001_018.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 3 7 8 9 10 11,84931,921600,0.09215603
000001_019,000001,official_train,train,AeroScapes/JPEGImages/000001_019.jpg,AeroScapes/SegmentationClass/000001_019.png,AeroScapes/Visualizations/000001_019.png,AeroScapes/DepthImages/depth_000001_019.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 3 7 8 9 10 11,85308,921600,0.09256510
000001_020,000001,official_train,train,AeroScapes/JPEGImages/000001_020.jpg,AeroScapes/SegmentationClass/000001_020.png,AeroScapes/Visualizations/000001_020.png,AeroScapes/DepthImages/depth_000001_020.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 3 7 8 9 10 11,87714,921600,0.09517578
000001_021,000001,official_train,train,AeroScapes/JPEGImages/000001_021.jpg,AeroScapes/SegmentationClass/000001_021.png,AeroScapes/Visualizations/000001_021.png,AeroScapes/DepthImages/depth_000001_021.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 3 7 8 9 10 11,84297,921600,0.09146810
000001_022,000001,official_train,train,AeroScapes/JPEGImages/000001_022.jpg,AeroScapes/SegmentationClass/000001_022.png,AeroScapes/Visualizations/000001_022.png,AeroScapes/DepthImages/depth_000001_022.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 3 7 8 9 10 11,84468,921600,0.09165365
000001_023,000001,official_train,train,AeroScapes/JPEGImages/000001_023.jpg,AeroScapes/SegmentationClass/000001_023.png,AeroScapes/Visualizations/000001_023.png,AeroScapes/DepthImages/depth_000001_023.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 3 7 8 9 10 11,83945,921600,0.09108615
000001_024,000001,official_train,train,AeroScapes/JPEGImages/000001_024.jpg,AeroScapes/SegmentationClass/000001_024.png,AeroScapes/Visualizations/000001_024.png,AeroScapes/DepthImages/depth_000001_024.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 3 7 8 9 10 11,88178,921600,0.09567925
000001_025,000001,official_train,train,AeroScapes/JPEGImages/000001_025.jpg,AeroScapes/SegmentationClass/000001_025.png,AeroScapes/Visualizations/000001_025.png,AeroScapes/DepthImages/depth_000001_025.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 3 7 8 9 10 11,86043,921600,0.09336263
000001_026,000001,official_train,train,AeroScapes/JPEGImages/000001_026.jpg,AeroScapes/SegmentationClass/000001_026.png,AeroScapes/Visualizations/000001_026.png,AeroScapes/DepthImages/depth_000001_026.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 3 7 8 9 10 11,84894,921600,0.09211589
000001_027,000001,official_train,train,AeroScapes/JPEGImages/000001_027.jpg,AeroScapes/SegmentationClass/000001_027.png,AeroScapes/Visualizations/000001_027.png,AeroScapes/DepthImages/depth_000001_027.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 3 7 8 9 10 11,81884,921600,0.08884983
000001_028,000001,official_train,train,AeroScapes/JPEGImages/000001_028.jpg,AeroScapes/SegmentationClass/000001_028.png,AeroScapes/Visualizations/000001_028.png,AeroScapes/DepthImages/depth_000001_028.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 3 7 8 9 10 11,83284,921600,0.09036892
000001_029,000001,official_train,train,AeroScapes/JPEGImages/000001_029.jpg,AeroScapes/SegmentationClass/000001_029.png,AeroScapes/Visualizations/000001_029.png,AeroScapes/DepthImages/depth_000001_029.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 3 7 8 9 10 11,79160,921600,0.08589410
000001_030,000001,official_train,train,AeroScapes/JPEGImages/000001_030.jpg,AeroScapes/SegmentationClass/000001_030.png,AeroScapes/Visualizations/000001_030.png,AeroScapes/DepthImages/depth_000001_030.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 3 7 8 9 10 11,76448,921600,0.08295139
000001_031,000001,official_train,train,AeroScapes/JPEGImages/000001_031.jpg,AeroScapes/SegmentationClass/000001_031.png,AeroScapes/Visualizations/000001_031.png,AeroScapes/DepthImages/depth_000001_031.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 3 7 8 9 10 11,77406,921600,0.08399089
000001_032,000001,official_train,train,AeroScapes/JPEGImages/000001_032.jpg,AeroScapes/SegmentationClass/000001_032.png,AeroScapes/Visualizations/000001_032.png,AeroScapes/DepthImages/depth_000001_032.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 3 7 8 9 10 11,74169,921600,0.08047852
000001_033,000001,official_train,train,AeroScapes/JPEGImages/000001_033.jpg,AeroScapes/SegmentationClass/000001_033.png,AeroScapes/Visualizations/000001_033.png,AeroScapes/DepthImages/depth_000001_033.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 3 7 8 9 10 11,76536,921600,0.08304688
000001_034,000001,official_train,train,AeroScapes/JPEGImages/000001_034.jpg,AeroScapes/SegmentationClass/000001_034.png,AeroScapes/Visualizations/000001_034.png,AeroScapes/DepthImages/depth_000001_034.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 3 7 8 9 10 11,78331,921600,0.08499457
000001_035,000001,official_train,train,AeroScapes/JPEGImages/000001_035.jpg,AeroScapes/SegmentationClass/000001_035.png,AeroScapes/Visualizations/000001_035.png,AeroScapes/DepthImages/depth_000001_035.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 3 7 8 9 10 11,78596,921600,0.08528212
000001_036,000001,official_train,train,AeroScapes/JPEGImages/000001_036.jpg,AeroScapes/SegmentationClass/000001_036.png,AeroScapes/Visualizations/000001_036.png,AeroScapes/DepthImages/depth_000001_036.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 3 7 8 9 10 11,77125,921600,0.08368598
000001_037,000001,official_train,train,AeroScapes/JPEGImages/000001_037.jpg,AeroScapes/SegmentationClass/000001_037.png,AeroScapes/Visualizations/000001_037.png,AeroScapes/DepthImages/depth_000001_037.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 3 7 8 9 10 11,75137,921600,0.08152886
000001_038,000001,official_train,train,AeroScapes/JPEGImages/000001_038.jpg,AeroScapes/SegmentationClass/000001_038.png,AeroScapes/Visualizations/000001_038.png,AeroScapes/DepthImages/depth_000001_038.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 3 7 8 9 10 11,79857,921600,0.08665039
000001_039,000001,official_train,train,AeroScapes/JPEGImages/000001_039.jpg,AeroScapes/SegmentationClass/000001_039.png,AeroScapes/Visualizations/000001_039.png,AeroScapes/DepthImages/depth_000001_039.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 3 7 8 9 10 11,97803,921600,0.10612305
000001_040,000001,official_train,train,AeroScapes/JPEGImages/000001_040.jpg,AeroScapes/SegmentationClass/000001_040.png,AeroScapes/Visualizations/000001_040.png,AeroScapes/DepthImages/depth_000001_040.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 3 7 8 9 10 11,97225,921600,0.10549588
000001_041,000001,official_train,train,AeroScapes/JPEGImages/000001_041.jpg,AeroScapes/SegmentationClass/000001_041.png,AeroScapes/Visualizations/000001_041.png,AeroScapes/DepthImages/depth_000001_041.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 3 7 8 9 10 11,102782,921600,0.11152561
000001_042,000001,official_train,train,AeroScapes/JPEGImages/000001_042.jpg,AeroScapes/SegmentationClass/000001_042.png,AeroScapes/Visualizations/000001_042.png,AeroScapes/DepthImages/depth_000001_042.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 7 8 9 10 11,85453,921600,0.09272244
000001_043,000001,official_train,train,AeroScapes/JPEGImages/000001_043.jpg,AeroScapes/SegmentationClass/000001_043.png,AeroScapes/Visualizations/000001_043.png,AeroScapes/DepthImages/depth_000001_043.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 7 8 9 10 11,84309,921600,0.09148112
000001_044,000001,official_train,train,AeroScapes/JPEGImages/000001_044.jpg,AeroScapes/SegmentationClass/000001_044.png,AeroScapes/Visualizations/000001_044.png,AeroScapes/DepthImages/depth_000001_044.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 7 8 9 10 11,84561,921600,0.09175456
000001_045,000001,official_train,train,AeroScapes/JPEGImages/000001_045.jpg,AeroScapes/SegmentationClass/000001_045.png,AeroScapes/Visualizations/000001_045.png,AeroScapes/DepthImages/depth_000001_045.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 7 8 9 10 11,84287,921600,0.09145725
000001_046,000001,official_train,train,AeroScapes/JPEGImages/000001_046.jpg,AeroScapes/SegmentationClass/000001_046.png,AeroScapes/Visualizations/000001_046.png,AeroScapes/DepthImages/depth_000001_046.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 7 8 9 10 11,81407,921600,0.08833225
000001_047,000001,official_train,train,AeroScapes/JPEGImages/000001_047.jpg,AeroScapes/SegmentationClass/000001_047.png,AeroScapes/Visualizations/000001_047.png,AeroScapes/DepthImages/depth_000001_047.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10 11,52313,921600,0.05676324
000001_048,000001,official_train,train,AeroScapes/JPEGImages/000001_048.jpg,AeroScapes/SegmentationClass/000001_048.png,AeroScapes/Visualizations/000001_048.png,AeroScapes/DepthImages/depth_000001_048.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10 11,39494,921600,0.04285373
000001_049,000001,official_train,train,AeroScapes/JPEGImages/000001_049.jpg,AeroScapes/SegmentationClass/000001_049.png,AeroScapes/Visualizations/000001_049.png,AeroScapes/DepthImages/depth_000001_049.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10 11,49186,921600,0.05337023
000001_050,000001,official_train,train,AeroScapes/JPEGImages/000001_050.jpg,AeroScapes/SegmentationClass/000001_050.png,AeroScapes/Visualizations/000001_050.png,AeroScapes/DepthImages/depth_000001_050.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10 11,47970,921600,0.05205078
000001_051,000001,official_train,train,AeroScapes/JPEGImages/000001_051.jpg,AeroScapes/SegmentationClass/000001_051.png,AeroScapes/Visualizations/000001_051.png,AeroScapes/DepthImages/depth_000001_051.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10 11,47661,921600,0.05171549
000001_052,000001,official_train,train,AeroScapes/JPEGImages/000001_052.jpg,AeroScapes/SegmentationClass/000001_052.png,AeroScapes/Visualizations/000001_052.png,AeroScapes/DepthImages/depth_000001_052.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10 11,45981,921600,0.04989258
000001_053,000001,official_train,train,AeroScapes/JPEGImages/000001_053.jpg,AeroScapes/SegmentationClass/000001_053.png,AeroScapes/Visualizations/000001_053.png,AeroScapes/DepthImages/depth_000001_053.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10 11,44741,921600,0.04854709
000001_054,000001,official_train,train,AeroScapes/JPEGImages/000001_054.jpg,AeroScapes/SegmentationClass/000001_054.png,AeroScapes/Visualizations/000001_054.png,AeroScapes/DepthImages/depth_000001_054.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10 11,42141,921600,0.04572591
000001_055,000001,official_train,train,AeroScapes/JPEGImages/000001_055.jpg,AeroScapes/SegmentationClass/000001_055.png,AeroScapes/Visualizations/000001_055.png,AeroScapes/DepthImages/depth_000001_055.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10 11,35741,921600,0.03878147
000001_056,000001,official_train,train,AeroScapes/JPEGImages/000001_056.jpg,AeroScapes/SegmentationClass/000001_056.png,AeroScapes/Visualizations/000001_056.png,AeroScapes/DepthImages/depth_000001_056.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10 11,36850,921600,0.03998481
000001_057,000001,official_train,train,AeroScapes/JPEGImages/000001_057.jpg,AeroScapes/SegmentationClass/000001_057.png,AeroScapes/Visualizations/000001_057.png,AeroScapes/DepthImages/depth_000001_057.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10 11,35243,921600,0.03824110
000001_058,000001,official_train,train,AeroScapes/JPEGImages/000001_058.jpg,AeroScapes/SegmentationClass/000001_058.png,AeroScapes/Visualizations/000001_058.png,AeroScapes/DepthImages/depth_000001_058.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10 11,35459,921600,0.03847548
000001_059,000001,official_train,train,AeroScapes/JPEGImages/000001_059.jpg,AeroScapes/SegmentationClass/000001_059.png,AeroScapes/Visualizations/000001_059.png,AeroScapes/DepthImages/depth_000001_059.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10 11,37184,921600,0.04034722
000001_060,000001,official_train,train,AeroScapes/JPEGImages/000001_060.jpg,AeroScapes/SegmentationClass/000001_060.png,AeroScapes/Visualizations/000001_060.png,AeroScapes/DepthImages/depth_000001_060.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10 11,34512,921600,0.03744792
000001_061,000001,official_train,train,AeroScapes/JPEGImages/000001_061.jpg,AeroScapes/SegmentationClass/000001_061.png,AeroScapes/Visualizations/000001_061.png,AeroScapes/DepthImages/depth_000001_061.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10 11,35347,921600,0.03835395
000001_062,000001,official_train,train,AeroScapes/JPEGImages/000001_062.jpg,AeroScapes/SegmentationClass/000001_062.png,AeroScapes/Visualizations/000001_062.png,AeroScapes/DepthImages/depth_000001_062.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10 11,36891,921600,0.04002930
000001_063,000001,official_train,train,AeroScapes/JPEGImages/000001_063.jpg,AeroScapes/SegmentationClass/000001_063.png,AeroScapes/Visualizations/000001_063.png,AeroScapes/DepthImages/depth_000001_063.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10 11,36860,921600,0.03999566
000001_064,000001,official_train,train,AeroScapes/JPEGImages/000001_064.jpg,AeroScapes/SegmentationClass/000001_064.png,AeroScapes/Visualizations/000001_064.png,AeroScapes/DepthImages/depth_000001_064.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10 11,37762,921600,0.04097439
000001_065,000001,official_train,train,AeroScapes/JPEGImages/000001_065.jpg,AeroScapes/SegmentationClass/000001_065.png,AeroScapes/Visualizations/000001_065.png,AeroScapes/DepthImages/depth_000001_065.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10 11,37776,921600,0.04098958
000001_066,000001,official_train,train,AeroScapes/JPEGImages/000001_066.jpg,AeroScapes/SegmentationClass/000001_066.png,AeroScapes/Visualizations/000001_066.png,AeroScapes/DepthImages/depth_000001_066.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10 11,39293,921600,0.04263563
000001_067,000001,official_train,train,AeroScapes/JPEGImages/000001_067.jpg,AeroScapes/SegmentationClass/000001_067.png,AeroScapes/Visualizations/000001_067.png,AeroScapes/DepthImages/depth_000001_067.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10 11,37293,921600,0.04046549
000001_068,000001,official_train,train,AeroScapes/JPEGImages/000001_068.jpg,AeroScapes/SegmentationClass/000001_068.png,AeroScapes/Visualizations/000001_068.png,AeroScapes/DepthImages/depth_000001_068.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10 11,38182,921600,0.04143012
000001_069,000001,official_train,train,AeroScapes/JPEGImages/000001_069.jpg,AeroScapes/SegmentationClass/000001_069.png,AeroScapes/Visualizations/000001_069.png,AeroScapes/DepthImages/depth_000001_069.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10 11,37267,921600,0.04043728
000001_070,000001,official_train,train,AeroScapes/JPEGImages/000001_070.jpg,AeroScapes/SegmentationClass/000001_070.png,AeroScapes/Visualizations/000001_070.png,AeroScapes/DepthImages/depth_000001_070.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10 11,36636,921600,0.03975260
000001_071,000001,official_train,train,AeroScapes/JPEGImages/000001_071.jpg,AeroScapes/SegmentationClass/000001_071.png,AeroScapes/Visualizations/000001_071.png,AeroScapes/DepthImages/depth_000001_071.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10 11,34587,921600,0.03752930
000001_072,000001,official_train,train,AeroScapes/JPEGImages/000001_072.jpg,AeroScapes/SegmentationClass/000001_072.png,AeroScapes/Visualizations/000001_072.png,AeroScapes/DepthImages/depth_000001_072.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10 11,33483,921600,0.03633138
000001_073,000001,official_train,train,AeroScapes/JPEGImages/000001_073.jpg,AeroScapes/SegmentationClass/000001_073.png,AeroScapes/Visualizations/000001_073.png,AeroScapes/DepthImages/depth_000001_073.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10 11,33606,921600,0.03646484
000001_074,000001,official_train,train,AeroScapes/JPEGImages/000001_074.jpg,AeroScapes/SegmentationClass/000001_074.png,AeroScapes/Visualizations/000001_074.png,AeroScapes/DepthImages/depth_000001_074.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 7 8 9 10 11,43618,921600,0.04732856
000001_075,000001,official_train,train,AeroScapes/JPEGImages/000001_075.jpg,AeroScapes/SegmentationClass/000001_075.png,AeroScapes/Visualizations/000001_075.png,AeroScapes/DepthImages/depth_000001_075.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 7 8 9 10 11,49481,921600,0.05369032
000001_076,000001,official_train,train,AeroScapes/JPEGImages/000001_076.jpg,AeroScapes/SegmentationClass/000001_076.png,AeroScapes/Visualizations/000001_076.png,AeroScapes/DepthImages/depth_000001_076.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 7 8 9 10 11,52738,921600,0.05722439
000001_077,000001,official_train,train,AeroScapes/JPEGImages/000001_077.jpg,AeroScapes/SegmentationClass/000001_077.png,AeroScapes/Visualizations/000001_077.png,AeroScapes/DepthImages/depth_000001_077.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 7 8 9 10 11,54203,921600,0.05881402
000001_078,000001,official_train,train,AeroScapes/JPEGImages/000001_078.jpg,AeroScapes/SegmentationClass/000001_078.png,AeroScapes/Visualizations/000001_078.png,AeroScapes/DepthImages/depth_000001_078.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 7 8 9 10 11,55397,921600,0.06010959
000001_079,000001,official_train,train,AeroScapes/JPEGImages/000001_079.jpg,AeroScapes/SegmentationClass/000001_079.png,AeroScapes/Visualizations/000001_079.png,AeroScapes/DepthImages/depth_000001_079.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 7 8 9 10 11,56561,921600,0.06137261
000001_080,000001,official_train,train,AeroScapes/JPEGImages/000001_080.jpg,AeroScapes/SegmentationClass/000001_080.png,AeroScapes/Visualizations/000001_080.png,AeroScapes/DepthImages/depth_000001_080.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 7 8 9 10 11,61321,921600,0.06653754
000001_081,000001,official_train,train,AeroScapes/JPEGImages/000001_081.jpg,AeroScapes/SegmentationClass/000001_081.png,AeroScapes/Visualizations/000001_081.png,AeroScapes/DepthImages/depth_000001_081.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 7 8 9 10 11,61098,921600,0.06629557
000001_082,000001,official_train,train,AeroScapes/JPEGImages/000001_082.jpg,AeroScapes/SegmentationClass/000001_082.png,AeroScapes/Visualizations/000001_082.png,AeroScapes/DepthImages/depth_000001_082.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 7 8 9 10 11,61372,921600,0.06659288
000001_083,000001,official_train,train,AeroScapes/JPEGImages/000001_083.jpg,AeroScapes/SegmentationClass/000001_083.png,AeroScapes/Visualizations/000001_083.png,AeroScapes/DepthImages/depth_000001_083.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 7 8 9 10 11,67621,921600,0.07337348
000001_084,000001,official_train,train,AeroScapes/JPEGImages/000001_084.jpg,AeroScapes/SegmentationClass/000001_084.png,AeroScapes/Visualizations/000001_084.png,AeroScapes/DepthImages/depth_000001_084.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 7 8 9 10 11,90182,921600,0.09785373
000001_085,000001,official_train,train,AeroScapes/JPEGImages/000001_085.jpg,AeroScapes/SegmentationClass/000001_085.png,AeroScapes/Visualizations/000001_085.png,AeroScapes/DepthImages/depth_000001_085.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 3 7 8 9 10 11,94738,921600,0.10279731
000001_086,000001,official_train,train,AeroScapes/JPEGImages/000001_086.jpg,AeroScapes/SegmentationClass/000001_086.png,AeroScapes/Visualizations/000001_086.png,AeroScapes/DepthImages/depth_000001_086.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 3 7 8 9 10 11,92681,921600,0.10056532
000001_087,000001,official_train,train,AeroScapes/JPEGImages/000001_087.jpg,AeroScapes/SegmentationClass/000001_087.png,AeroScapes/Visualizations/000001_087.png,AeroScapes/DepthImages/depth_000001_087.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 3 7 8 9 10 11,96988,921600,0.10523872
